AT+MODE=0
AT+ADDRESS=1
AT+BAND=915000000
AT+IPR=115200
LoRa Transmitter Ready!
[INFO] System ready. Awaiting liftoff.
AT+SEND=2,31,-104,25,-926,420,-5250,-910,1,1
AT+SEND=2,32,-108,32,-960,1540,-1400,3010,2,1
AT+SEND=2,34,-45,54,-1043,1400,19390,-13580,3,1
AT+SEND=2,36,-46,-49,-961,-1470,-45150,-18340,4,1
AT+SEND=2,33,-92,-27,-972,-630,-2030,-2240,5,1
AT+SEND=2,31,-84,18,-970,490,-1470,-2590,6,1
AT+SEND=2,30,-97,19,-975,1260,1470,1750,7,1
AT+SEND=2,29,-91,20,-968,630,-1680,490,8,1
AT+SEND=2,29,-94,26,-969,840,-2100,490,9,1
AT+SEND=2,29,-92,27,-968,1190,140,490,10,1
AT+SEND=2,31,-88,26,-970,630,-3150,-280,11,1
AT+SEND=2,31,-93,25,-968,700,-1050,-420,12,1
AT+SEND=2,31,-92,25,-967,700,-1470,-490,13,1
AT+SEND=2,31,-90,26,-976,700,-1470,-420,14,1
AT+SEND=2,30,-85,23,-971,910,-980,-280,15,1
AT+SEND=2,33,-101,25,-968,1330,-2100,5180,16,1
AT+SEND=2,37,-35,-8,-1017,-2100,-47810,-13860,17,1
AT+SEND=2,29,-88,24,-972,910,980,-420,18,1
AT+SEND=2,31,-89,24,-972,840,-1050,-490,19,1
AT+SEND=2,36,-131,76,-940,-30030,-19040,7420,20,1
AT+SEND=2,33,-109,54,-968,1960,-840,-1190,21,1
AT+SEND=2,33,-62,-13,-973,2940,4340,19460,22,1
AT+SEND=2,34,-86,44,-976,-2800,-10850,3430,23,1
AT+����2,33,-104,25,-967,1050,-910,-3640,24,1
AT+SEND=2,31,-100,39,-969,3220,-70,-560,25,1
AT+SEND=2,31,-95,26,-968,770,-1610,-490,26,1
AT+SEND=2,31,-96,21,-966,630,-1960,-700,27,1
AT+SEND=2,31,-95,26,-970,700,-1540,-490,28,1
AT+SEND=2,31,-96,25,-968,490,-1610,-490,29,1
AT+SEND=2,30,-96,22,-967,910,-1400,140,30,1
AT+SEND=2,30,-94,25,-971,910,-1050,420,31,1
AT+SEND=2,31,-87,69,-967,1050,2310,2240,32,1
AT+SEND=2,30,-89,32,-967,700,-1470,-70,33,1
AT+SEND=2,32,-74,23,-989,-9310,-7000,350,34,1
AT+SEND=2,33,-103,47,-965,1050,-1260,-210,35,1
AT+SEND=2,33,-108,44,-965,1190,-1120,-630,36,1
AT+SEND=2,32,-105,40,-970,770,-1400,-560,37,1
AT+SEND=2,31,-77,27,-970,1330,3430,1890,38,1
AT+SEND=2,32,-68,23,-969,630,-2240,-1050,39,1
AT+SEND=2,31,-65,24,-970,700,-1260,-840,40,1
AT+SEND=2,30,-63,24,-970,840,-420,-420,41,1
AT+SEND=2,31,-62,24,-971,770,1330,-1680,42,1
AT+SEND=2,31,-53,22,-973,700,-2450,-490,43,1
AT+SEND=2,32,-60,32,-963,1120,-2170,7630,44,1
AT+SEND=2,31,-39,63,-962,700,-7840,4340,45,1
AT+SEND=2,36,-84,35,-970,-3150,-71960,-20650,46,1
AT+SEND=2,34,-148,95,-965,1960,-1960,12040,47,1
AT+SEND=2,34,-263,83,-960,-3990,980,-45780,48,1
AT+SEND=2,33,-129,16,-964,280,-1610,-1330,49,1
AT+SEND=2,35,-153,63,-963,-1260,-140,-22820,50,1
Aԥ����2,32,13,43,-986,1120,31710,-9730,51,1
AT+SEND=2,32,-60,-6,-973,1540,-2310,9660,52,1
AT+SEND=2,30,-93,16,-970,1540,980,8820,53,1
AT+SEND=2,33,-55,32,-961,2240,-2380,14980,54,1
AT+SEND=2,36,-10,41,-986,-1960,-28280,-19810,55,1
A��*���2,34,-16,-22,-961,420,-10640,-1960,56,1
AT+SEND=2,34,-137,58,-974,-8120,-7350,2100,57,1
AT+SEND=2,36,-151,102,-1003,-8890,4200,15470,58,1
A�iU9�2,34,-189,115,-921,-4270,1330,8610,59,1
