AT+MODE=0
AT+ADDRESS=1
AT+BAND=915000000
AT+IPR=115200
LoRa Transmitter Ready!
[INFO] System ready. Awaiting liftoff.
AT+SEND=2,30,-87,20,-969,700,-1470,-490,1,1
AT+SEND=2,30,-87,20,-970,770,-1400,-490,2,1
AT+SEND=2,30,-87,20,-970,770,-1470,-490,3,1
AT+SEND=2,30,-87,20,-969,770,-1470,-490,4,1
AT+SEND=2,30,-87,20,-970,700,-1470,-490,5,1
AT+SEND=2,30,-89,21,-972,770,-1260,-490,6,1
AT+SEND=2,30,-86,19,-971,770,-1470,-560,7,1
AT+SEND=2,30,-88,20,-970,700,-1400,-490,8,1
AT+SEND=2,30,-87,20,-969,700,-1750,-560,9,1
AT+SEND=2,31,-87,20,-968,840,-1400,-490,10,1
AT+SEND=2,31,-87,21,-970,700,-1400,-490,11,1
AT+SEND=2,31,-88,21,-971,700,-1540,-490,12,1
AT+SEND=2,31,-88,20,-970,770,-1470,-490,13,1
AT+SEND=2,31,-88,21,-969,700,-1400,-560,14,1
AT+SEND=2,31,-88,21,-970,770,-1470,-490,15,1
AT+SEND=2,31,-88,21,-972,840,-1400,-490,16,1
AT+SEND=2,31,-86,20,-967,840,-1470,-420,17,1
AT+SEND=2,31,-88,20,-970,700,-1540,-490,18,1
AT+SEND=2,31,-88,20,-970,700,-1470,-490,19,1
AT+SEND=2,31,-88,20,-969,770,-1540,-490,20,1
AT+SEND=2,31,-86,20,-970,700,-1400,-420,21,1
AT+SEND=2,31,-88,20,-968,770,-1540,-490,22,1
AT+SEND=2,31,-88,19,-970,770,-1470,-490,23,1
AT+SEND=2,31,-89,20,-970,770,-1400,-490,24,1
AT+SEND=2,31,-87,19,-968,770,-1470,-560,25,1
AT+SEND=2,31,-88,20,-969,840,-1470,-490,26,1
AT+SEND=2,31,-89,19,-967,700,-1470,-490,27,1
AT+SEND=2,31,-89,20,-971,770,-1470,-420,28,1
AT+SEND=2,31,-88,20,-970,770,-1470,-490,29,1
AT+SEND=2,31,-88,21,-970,700,-1470,-490,30,1
AT+SEND=2,31,-87,21,-968,700,-1540,-490,31,1
AT+SEND=2,31,-88,20,-969,700,-1540,-490,32,1
AT+SEND=2,31,-87,20,-969,700,-1470,-490,33,1
AT+SEND=2,31,-88,20,-970,700,-1540,-490,34,1
AT+SEND=2,31,-86,20,-969,770,-1820,-490,35,1
AT+SEND=2,31,-88,20,-969,770,-1400,-490,36,1
AT+SEND=2,31,-87,20,-971,770,-1260,-490,37,1
AT+SEND=2,31,-87,20,-969,770,-1680,-560,38,1
AT+SEND=2,31,-87,20,-969,700,-1470,-490,39,1
AT+SEND=2,31,-86,21,-974,630,-1750,-490,40,1
AT+SEND=2,31,-86,20,-972,770,-1960,-490,41,1
AT+SEND=2,31,-86,20,-972,700,-1470,-420,42,1
AT+SEND=2,31,-87,20,-966,700,-1470,-490,43,1
AT+SEND=2,31,-89,21,-972,700,-1470,-490,44,1
AT+SEND=2,31,-88,20,-976,770,-1470,-490,45,1
AT+SEND=2,31,-90,21,-969,770,-1470,-490,46,1
AT+SEND=2,31,-89,21,-975,770,-1610,-560,47,1
AT+SEND=2,31,-88,20,-972,770,-1470,-420,48,1
AT+SEND=2,31,-88,20,-970,700,-1400,-420,49,1
AT+SEND=2,31,-85,21,-973,700,-1400,-560,50,1
AT+SEND=2,30,-86,20,-969,700,-770,-490,51,1
AT+SEND=2,31,-87,21,-971,840,-1120,-490,52,1
AT+SEND=2,31,-87,20,-971,700,-1470,-490,53,1
AT+SEND=2,31,-85,21,-968,700,-2310,-560,54,1
AT+SEND=2,31,-85,19,-969,770,-1820,-490,55,1
AT+SEND=2,31,-88,20,-970,770,-1470,-490,56,1
AT+SEND=2,30,-86,20,-971,700,-210,-420,57,1
AT+SEND=2,31,-85,20,-969,770,-1680,-560,58,1
AT+SEND=2,31,-88,20,-969,700,-2380,-490,59,1
AT+SEND=2,31,-87,20,-970,770,-1470,-560,60,1
AT+SEND=2,31,-87,20,-969,700,-1540,-420,61,1
